source_file,content,metadata,embedding
bns2023.md,<!-- image -->,{},"[-0.0060264249332249165, -0.0024374325294047594, 0.013244894333183765, -0.031418576836586, 0.017945971339941025, 0.01397339254617691, -0.023285137489438057, 0.03936033695936203, 0.016915788874030113, 0.01978880725800991, 0.05170057341456413, -0.03417211398482323, 0.007885448634624481, 0.005335969850420952, 0.01561988890171051, -0.02032564952969551, 0.044889822602272034, 0.06051969155669212, -0.06879517436027527, 0.0032573521602898836, 0.037462543696165085, -0.01399498526006937, 0.04179321229457855, -0.0096199419349432, -0.011866981163620949, 0.029734572395682335, -0.009172533638775349, -0.012595006264746189, -0.03490092605352402, -0.1649477183818817, -0.018148556351661682, -0.027031419798731804, 0.016125909984111786, -0.005838274024426937, 0.015806332230567932, 0.0055865878239274025, -0.04396536946296692, 0.03262008726596832, -0.03192407265305519, 0.03030901402235031, 0.011883258819580078, 0.03763104975223541, -0.049389421939849854, -0.024839751422405243, -0.03593822568655014, 0.002407641150057316, -0.04018448293209076, -0.035569123923778534, 0.08476127684116364, -0.006547250784933567, -0.006629263516515493, -0.004561971873044968, -0.005027343984693289, 0.05202217772603035, 0.006921085994690657, 0.10277628153562546, 0.052645862102508545, -0.008804394863545895, -0.007735180668532848, 0.008626428432762623, 0.04481705278158188, 0.038862135261297226, -0.11843490600585938, 0.03350019454956055, -0.003561446676030755, -0.029887456446886063, -0.003755028825253248, 0.019972488284111023, 0.025606302544474602, -0.023333480581641197, 0.022021057084202766, 0.013006496243178844, 0.009914148598909378, -0.03306867182254791, 0.04337964206933975, -0.053760867565870285, -0.004722029436379671, -0.020156532526016235, -0.028910191729664803, -0.01590636372566223, -0.0041234176605939865, -0.008288539946079254, -0.005241768434643745, -0.012972692027688026, -0.04312850162386894, 0.02430669777095318, -0.012177682481706142, -0.060439642518758774, 0.033176641911268234, 0.01379869319498539, 0.02414715103805065, -0.033527858555316925, 0.0024432481732219458, -0.043787699192762375, -0.04571991041302681, 0.020192749798297882, -0.010276013053953648, -0.012369486503303051, 0.059719402343034744, 0.5131049156188965, -0.051314909011125565, -0.007866723462939262, 0.0669311061501503, -0.01813199557363987, 0.003263005753979087, 0.011141126975417137, -0.03810765966773033, -0.014380216598510742, -0.030113907530903816, 0.03076065145432949, 0.014277801848948002, -0.026722848415374756, 0.004776419140398502, -0.005646141711622477, -0.05812453851103783, -0.0290981512516737, 0.02617599070072174, 0.016346994787454605, -0.017815953120589256, -0.03142625093460083, 0.010639632120728493, 0.008854796178638935, -0.020094191655516624, 0.011306257918477058, 0.008014824241399765, -0.10402808338403702, 0.019435761496424675, 0.07996848225593567, 0.06643788516521454, 0.013982831500470638, 0.03397282958030701, 0.023235036060214043, 0.017864985391497612, -0.038288962095975876, 0.0036226273514330387, 0.0015379268443211913, 0.006526947487145662, 0.0036033312790095806, -0.029082559049129486, -0.01775854453444481, -0.029368558898568153, -0.11637803912162781, 0.019262203946709633, -0.11659649759531021, -0.06167999655008316, 0.06706378608942032, 0.01543483231216669, -0.0020700604654848576, 0.021721096709370613, -0.036407701671123505, 0.01490727998316288, 0.010361479595303535, -0.03496328368782997, 0.03887473791837692, -0.010278679430484772, 0.014323368668556213, -0.03381054103374481, 0.020975371822714806, -0.020716484636068344, -0.003528097877278924, -0.00389164499938488, -0.012741908431053162, 0.02602393366396427, 0.05608101934194565, 0.015308878384530544, 0.010904794558882713, 0.015779457986354828, -0.007706563454121351, -0.0009016278199851513, 0.02764805220067501, -0.04935574159026146, 0.02800465188920498, 0.007988166064023972, -0.01858077570796013, -0.00649117399007082, 0.029692381620407104, -0.0033464478328824043, -0.0033668912947177887, -0.0062106335535645485, -0.0016454533906653523, 0.042873118072748184, 0.023889951407909393, -0.028923574835062027, 0.005700445268303156, 0.061875421553850174, -0.010913963429629803, -0.01993660442531109, -0.03540600463747978, 0.008319252170622349, -0.003340747207403183, -0.002761374693363905, 0.050689589232206345, -0.00915027130395174, 0.015143760479986668, -0.00264916499145329, -0.06098691746592522, 0.010288434103131294, -0.10131015628576279, 0.0040507870726287365, -0.08846009522676468, 0.06158231571316719, -0.016215123236179352, -0.02353234589099884, 0.0243034977465868, 0.002284503309056163, 0.013748620636761189, 0.028983354568481445, 0.006510213483124971, -0.03464032709598541, 0.06633716821670532, -0.054443180561065674, -0.0021978046279400587, 0.009848032146692276, 0.0354105643928051, 0.03011428192257881, 0.039168957620859146, 0.02392549440264702, 0.06827013194561005, 0.030332790687680244, 0.019537685438990593, 0.003057515947148204, -0.03437644615769386, -0.013094937428832054, -0.33748960494995117, 0.00872769020497799, -0.012097529135644436, -0.03431403636932373, -0.06720995157957077, 0.027310658246278763, -8.270655234809965e-05, -0.02213919721543789, 0.04269330948591232, -0.0349096953868866, 0.014156724326312542, 0.005133769474923611, 0.0058541856706142426, 0.004089030437171459, -0.008387168869376183, 0.03523406758904457, -0.01040454301983118, -0.02667626552283764, -0.012430190108716488, -0.04453030973672867, 0.017068881541490555, 0.08082330226898193, 0.000998521689325571, -0.037639129906892776, 0.006390937138348818, -0.03014116734266281, 0.13515529036521912, 0.013309210538864136, -0.02034752629697323, 0.04138094186782837, 0.025839613750576973, -0.011095680296421051, -0.03649689257144928, -0.05898691713809967, 0.020642004907131195, -0.009042174555361271, 0.018338510766625404, -0.007344511337578297, 0.0009459253051318228, -0.0036628381349146366, 0.010873932391405106, -0.007561735343188047, -0.018745949491858482, -0.047134339809417725, 0.08588774502277374, -0.027260666713118553, -0.020018666982650757, -0.028886703774333, 0.007421198766678572, -0.014679843559861183, 0.004013814963400364, -0.026905108243227005, 0.044202931225299835, 0.016962364315986633, 0.02482234686613083, 0.005265395622700453, 0.011675819754600525, -0.012591862119734287, 0.019057611003518105, 0.03469376638531685, 0.02545597031712532, -0.011764456517994404, -0.019054658710956573, -0.029839731752872467, 0.014242793433368206, 0.012929849326610565, -0.021753771230578423, -0.025354670360684395, -0.0003473048273008317, -0.01881936937570572, -0.021544022485613823, 0.00919946376234293, 0.020865069702267647, -0.000856327242217958, 0.07776910066604614, 0.06872820854187012, 0.06994384527206421, -0.07180967926979065, 0.013592105358839035, -0.02318713068962097, 0.07302489876747131, -0.015449007041752338, -0.019211146980524063, 0.027146045118570328, 0.024365101009607315, 0.05511632189154625, 0.017726127058267593, -0.03344861790537834, 0.0417550764977932, -0.0027578105218708515, -0.012141249142587185, 0.0029413513839244843, 0.015258708968758583, -0.045349251478910446, 0.022631067782640457, -0.01946132816374302, -0.3495485484600067, 0.0642029270529747, 0.04581453278660774, 0.010793055407702923, 0.00725889578461647, 0.038269732147455215, 0.025622254237532616, 0.006013449747115374, -0.022708799690008163, 0.037691567093133926, 0.03613444045186043, -0.025373803451657295, 0.055769409984350204, -0.004844851326197386, 0.002061954466626048, 0.029585160315036774, -0.004521763883531094, -0.003926072269678116, 0.07158328592777252, -0.07701317220926285, -0.02671208791434765, -0.0007330106454901397, 0.11474865674972534, -0.035264577716588974, -0.01852068491280079, 0.009335686452686787, -0.007057436276227236, -0.033500149846076965, -0.022650690749287605, 0.053248319774866104, 0.007547424640506506, -0.021778171882033348, 0.10021650791168213, 0.005251066293567419, -0.0540861040353775, 0.07716432213783264, -0.017950277775526047, -0.00907156802713871, -0.07427355647087097, 2.5293174985563383e-06, -0.04198334738612175, 0.04117264598608017, 0.005060623399913311, 0.015740472823381424, 0.022012952715158463, -0.0020878161303699017, 0.028610683977603912, -0.012827279977500439, -0.003392097307369113, -0.011880997568368912, -0.05029940977692604, -0.013861341401934624, -0.02961116097867489, -0.030949795618653297, 0.006596467457711697, -0.038912396878004074, -0.006346674170345068, -0.037840623408555984, -0.014958659186959267, -0.010438872501254082, 0.02070632204413414, -0.013192511163651943, -0.03451928496360779, 0.026351507753133774, 0.015685100108385086]"
bns2023.md,"G.S.R. . . . .            . for General Statutory Rules. S.O. . . . . .            ,,              Statutory Order. Notifn. . . . . . ,, Notification.","{""Header 2"": ""LIST OF ABBREVIATIONS USED""}","[0.03911041468381882, -0.00372105510905385, 0.023269515484571457, -0.10691848397254944, 0.017175693064928055, -0.022266073152422905, 0.04525455832481384, -0.040590591728687286, 0.003404906252399087, 0.004508841782808304, -0.04055003821849823, -0.0031585025135427713, 0.003090315731242299, 0.023992398753762245, -0.059443339705467224, -0.05393066629767418, 0.052931033074855804, 0.03764070197939873, 0.034530434757471085, 0.0003678119392134249, 0.1173638179898262, 0.11028163880109787, -0.003858740907162428, 0.03886708617210388, 0.04529735818505287, 0.05046840012073517, -0.028680892661213875, -0.025382624939084053, -0.07232768088579178, -0.10677728056907654, -0.022406816482543945, -0.024868126958608627, -0.02465241216123104, 0.004488500766456127, -0.04283098503947258, -0.06131824105978012, 0.011087914928793907, 0.019282903522253036, -0.020949916914105415, 0.0038152355700731277, -0.02648228406906128, 0.035561349242925644, -0.03672422468662262, -0.03352910652756691, -0.022643230855464935, 0.012403702363371849, -0.005429398734122515, 0.0014855313347652555, -0.0874953418970108, -0.029413489624857903, 0.00934817548841238, -0.01465437188744545, -0.0025578837376087904, 0.02721988968551159, -0.040201153606176376, -0.03578048199415207, 0.059970829635858536, -0.002052875002846122, 0.05475597828626633, -0.005660328548401594, 0.037343841046094894, 0.0462162010371685, -0.1582835167646408, -0.02260473556816578, -0.007169132120907307, -0.018369615077972412, 0.012218501418828964, -0.014447567984461784, 0.012621349655091763, 0.054538462311029434, 0.026155665516853333, -0.012756644748151302, -0.05126480758190155, 0.09619935601949692, -0.0554441437125206, 0.011121210642158985, 0.001666635973379016, -7.999085210030898e-05, -0.018886087462306023, 0.03126165270805359, -0.011714178137481213, -0.0006181405042298138, 0.0357733815908432, 0.01614396460354328, -0.029827691614627838, -0.009419744834303856, -0.021487940102815628, -0.017612770199775696, 0.03512108698487282, 0.018243229016661644, -0.01718888245522976, -0.01692459173500538, 0.05367989093065262, 0.02451775036752224, -0.06616206467151642, -0.02745911292731762, -0.03747135400772095, 0.027301087975502014, -0.028555676341056824, 0.40331512689590454, 0.016006143763661385, 0.03308062627911568, -0.020221449434757233, 0.08619052916765213, 0.05073549598455429, 0.0009017758420668542, 0.06755059212446213, -0.04053191840648651, -0.03097015805542469, 0.008978265337646008, 0.0011432514293119311, -0.02293882519006729, 0.04894321784377098, -0.042744625359773636, -0.02332921326160431, 0.03410646691918373, 0.017193637788295746, 0.02803575061261654, 0.03458018600940704, -0.027103804051876068, -0.0147025678306818, -0.016023363918066025, -0.025180162861943245, -0.013030322268605232, 0.03681912645697594, 0.032579440623521805, -0.0004177269584033638, 0.04183732718229294, 0.03545769304037094, 0.06073673814535141, -0.00945670623332262, -0.03674861043691635, -0.06326964497566223, 0.028248336166143417, 0.0956086814403534, 0.022691387683153152, 0.019302736967802048, 0.04559197276830673, -0.053396061062812805, -0.020012252032756805, -0.02704322710633278, -0.07160229980945587, -0.017054349184036255, -0.011373022571206093, -0.028270691633224487, 0.09693534672260284, -0.055264733731746674, 0.04999428614974022, -0.03122313879430294, 0.03152763471007347, -0.027988921850919724, 0.0811237245798111, 0.03039088286459446, -0.0576029010117054, -0.08018041402101517, 0.008926032111048698, 0.03367861360311508, -0.021248945966362953, -0.0012142934137955308, 0.026857370510697365, -0.005171515978872776, 0.02594214677810669, -0.011259735561907291, 0.07624144107103348, 0.01855691336095333, -0.11539211124181747, 0.005357517395168543, -0.038187187165021896, -0.008164415135979652, 0.0010113399475812912, 0.019121304154396057, 0.05911920219659805, 0.01401536725461483, -0.041904449462890625, 0.06015078350901604, 0.040186189115047455, 0.03731361776590347, 0.011990273371338844, -0.0434386320412159, 0.01891971379518509, 0.032894231379032135, -0.0244715865701437, -0.05075240507721901, 0.04246218129992485, 0.007333177607506514, 0.04751133173704147, -0.08811938017606735, -0.028138330206274986, 0.05274377763271332, 0.02071785368025303, -0.06351827085018158, 0.05936802178621292, -0.03470878675580025, -0.04848938435316086, -0.008991356007754803, -0.017255699262022972, -0.05877895653247833, -0.047236837446689606, -0.0027420835103839636, 0.0396479070186615, 0.03472491353750229, -0.016623463481664658, -0.010840464383363724, 0.028920775279402733, 0.03968435525894165, 0.013589284382760525, 0.036300819367170334, -0.026802964508533478, -0.03494451940059662, 0.005166138522326946, -0.03948100656270981, 0.022229282185435295, 0.062245335429906845, -0.006647374946624041, -0.06035080552101135, 0.037764836102724075, -0.0017020911909639835, -0.0031670890748500824, -0.0504886694252491, -0.012393863871693611, 0.011028668843209743, -0.0029280243907123804, 0.04631456732749939, -0.297892302274704, 0.012398875318467617, -0.00960648525506258, -0.005455546546727419, 0.05321599543094635, -0.003893140470609069, 0.0063344864174723625, 0.008176307193934917, -0.09194888919591904, 0.06381441652774811, 0.10745735466480255, 0.042503975331783295, -0.0659271776676178, -0.002885059919208288, 0.0373794250190258, -0.029410140588879585, -0.010471704415977001, -0.08939968794584274, 0.04881918057799339, -0.00046659613144584, 0.0005275959265418351, 0.032889124006032944, -0.026488881558179855, -0.006538963411003351, 0.030067337676882744, -0.0022649019956588745, 0.10558316856622696, -0.025786463171243668, 0.020727278664708138, -0.02601812779903412, 0.044193085283041, 0.019911708310246468, -0.012114852666854858, -0.0642567053437233, 0.010626736097037792, 0.0333196222782135, -0.08686122298240662, 0.029878847301006317, -0.03194138780236244, 0.0017975640948861837, 0.013837824575603008, 0.009567998349666595, -0.02120465226471424, 0.004135593771934509, 0.04098755866289139, -0.0702337920665741, 0.04421952739357948, -0.026080099865794182, -0.005486384034156799, 0.02360353246331215, 0.01251938845962286, -0.024255700409412384, 0.0398409366607666, 0.05463588982820511, 0.036576323211193085, -0.029460426419973373, -0.04629532992839813, -0.028832795098423958, -0.05129808560013771, 0.03378244489431381, -0.019744371995329857, 0.00773259112611413, 0.03903522714972496, -0.07982981950044632, 0.020572569221258163, -0.02658739686012268, -0.0525176040828228, 0.026145154610276222, -0.006657654419541359, 0.046976882964372635, -0.026639383286237717, 0.030566174536943436, -0.04535751789808273, -0.08064157515764236, 0.008766885846853256, 0.018162338063120842, 0.03125666081905365, -0.0012208526022732258, -0.1004408597946167, -0.03745880350470543, -0.006321464199572802, 0.004805061966180801, 0.03725637122988701, -0.03261929377913475, -0.019042223691940308, -0.026865128427743912, -0.035164669156074524, 0.020268619060516357, 0.020835034549236298, 0.03347727656364441, -0.043022993952035904, -0.0053653717041015625, -0.0107658002525568, 0.03291795030236244, 0.08289626985788345, 0.001476047094911337, -0.27870774269104004, 0.020793892443180084, 0.06095152348279953, 0.011520358733832836, 0.03320922330021858, 0.004671917296946049, -0.05204244703054428, -0.04324721172451973, -0.09101545065641403, 0.056738898158073425, -0.008872855454683304, 0.0018392205238342285, -0.007220241241157055, 0.0033340477384626865, -0.054256465286016464, 0.014549756422638893, 0.04952391982078552, -0.030696893110871315, 0.01748521625995636, -0.027704993262887, 0.05397705361247063, 0.039732515811920166, 0.14552666246891022, 0.0033016768284142017, 0.03270016238093376, -0.010481550358235836, 0.005486106965690851, 0.00499345688149333, -0.027780385687947273, 0.03411489725112915, 0.07413889467716217, 0.019310597330331802, 0.10081189125776291, -0.06908129900693893, 0.056367140263319016, 0.025103945285081863, -0.00628232816234231, 0.082354336977005, 0.03384210169315338, -0.00021885654132347554, -0.05626163259148598, -0.024333713576197624, -0.011191001161932945, -0.023517871275544167, 0.08253530412912369, -0.037509702146053314, -0.029820047318935394, -0.05376195162534714, -0.008385458961129189, 0.035310160368680954, -0.02278806082904339, 0.027021298184990883, -0.08499843627214432, 0.05604623258113861, 0.014223264530301094, -0.036161426454782486, 0.021448900923132896, -0.009600771591067314, -4.2105366446776316e-05, -0.023056844249367714, -0.03637075424194336, 0.005902075208723545, 0.014247416518628597, 0.03174538165330887, -0.02191111445426941]"
bns2023.md,"1. Short title, commencement and application.
2. Definitions.
3. General explanations.
4. Punishments.
5. Commutation of sentence.
6. Fractions of terms of punishment.
7. Sentence may be (in certain cases of imprisonment) wholly or partly rigorous or simple.
8. Amount of fine, liability in default of payment of fine, etc.
9. Limit of punishment of offence made up of several offences.
10. Punishment of person guilty of one of several offences, judgment stating that it is doubtful of which.
11. Solitary confinement.
12. Limit of solitary confinement.
13. Enhanced punishment for certain offences after previous conviction.","{""Header 2"": ""SECTIONS""}","[-0.032510366290807724, -0.013414236716926098, -0.023084403946995735, -0.046099480241537094, -0.01779901422560215, -0.06281924247741699, 0.07490475475788116, -0.04327388480305672, 0.06624338030815125, 0.01779860071837902, 0.003223899519070983, 0.013224417343735695, -0.023169314488768578, -0.0013690408086404204, -0.046098701655864716, 0.010645430535078049, 0.034914907068014145, 0.008688874542713165, -0.028693990781903267, 0.016052572056651115, 0.0997459664940834, 0.006074636243283749, -0.0403512641787529, -0.04137083515524864, 0.038835108280181885, 0.003356860252097249, 0.05523247644305229, -0.02714400179684162, 0.0010074764722958207, -0.08768230676651001, -0.05914893373847008, -0.06561034172773361, -0.010085521265864372, 0.030697964131832123, -0.06044243648648262, 0.005955017637461424, -0.026537736877799034, 0.029588686302304268, -0.006074847187846899, 0.025255367159843445, 0.03994915261864662, 0.10192255675792694, 0.016384582966566086, -0.017551397904753685, -0.012491858564317226, 0.00030492403311654925, -0.036080535501241684, 0.0050010113045573235, -0.05273120105266571, 0.008693135343492031, -0.02578212507069111, -0.00953404139727354, -0.02878340147435665, 0.05503399297595024, -0.05883185565471649, -0.08052383363246918, 0.057946931570768356, 0.024529756978154182, 0.055741190910339355, -0.02310803160071373, 0.014088070951402187, 0.021257704123854637, -0.13353551924228668, 0.01852318085730076, 0.011441710405051708, -0.014082571491599083, -0.028369318693876266, 0.05514878034591675, 0.03379011154174805, 0.13240331411361694, -0.014761120080947876, 0.029531046748161316, 0.0025980945210903883, 0.07521682232618332, -0.0419878251850605, -0.04155207425355911, -0.04028306156396866, -0.00778622692450881, -0.0179614070802927, 0.07857724279165268, 0.05166381224989891, -0.03662397712469101, 0.03374705836176872, 0.028349723666906357, -0.04160662740468979, -0.02888566069304943, -0.011583786457777023, -0.0011825074907392263, 0.010306654497981071, -0.01002391055226326, 0.012163318693637848, 0.03396018594503403, 0.009645968675613403, -4.667866164709267e-07, -0.022785525768995285, -0.018704570829868317, 0.026487383991479874, 0.02174398861825466, -0.010908696800470352, 0.3234029710292816, 0.031229184940457344, 0.04273952171206474, 0.04608184099197388, 0.03586527705192566, 0.053465016186237335, -0.010565875098109245, 0.0478401705622673, -0.03376612067222595, -0.020718149840831757, -0.021785246208310127, -0.0054382625967264175, 0.07614238560199738, 0.07372688502073288, -0.042132217437028885, -0.02791551686823368, 0.02430451475083828, -0.0011715671280398965, -0.011274061165750027, 0.053045183420181274, 0.02264714054763317, 0.01935548335313797, -0.018565090373158455, -0.0240967757999897, -0.02328750304877758, 0.0284575242549181, 0.03929871320724487, -0.01610325463116169, 0.05364537611603737, 0.02950308285653591, -0.034406498074531555, -0.035723038017749786, -0.058691125363111496, 0.014813711866736412, 0.03749403357505798, 0.054385121911764145, 0.023258071392774582, 0.05500655248761177, 0.06446603685617447, 0.0855114758014679, -0.08725950121879578, -0.01198769360780716, -0.0745091661810875, -0.05931205675005913, -0.027135297656059265, -0.03770880773663521, 0.11848337948322296, -0.012393535114824772, -0.01497713290154934, 0.006911765784025192, 0.01669273152947426, -0.02928396686911583, 0.027502307668328285, 0.024841513484716415, -0.03832108527421951, 0.013960178010165691, 0.0320446752011776, 0.056892216205596924, -0.04727867618203163, -0.010283945128321648, 0.002282525412738323, 0.008946052752435207, 0.007189327385276556, -0.013879610225558281, 0.1430273801088333, 0.08388430625200272, -0.04978395625948906, -0.008107434958219528, 0.051924388855695724, -0.03148779645562172, -0.07628551870584488, 0.012810449115931988, -0.021479954943060875, -0.04425821453332901, -0.0007413961575366557, 0.0239533893764019, -0.009292219765484333, 0.0017125210724771023, 0.013952402397990227, -0.0040189847350120544, -0.035456813871860504, 0.047387681901454926, -0.03964780271053314, -0.1076158657670021, 0.08012659102678299, 0.01345224492251873, 8.907338633434847e-05, -0.03460966795682907, -0.02144930325448513, 0.07022791355848312, -0.011214030906558037, -0.09731896966695786, 0.020532986149191856, -0.04362798482179642, -0.05492967739701271, -0.027587788179516792, 0.010843000374734402, 0.05987175181508064, -0.09200885891914368, -0.04430673271417618, 0.013985101133584976, 0.009701951406896114, 0.04479718208312988, -0.03187623992562294, -0.029853371903300285, 0.09231313318014145, 0.023863904178142548, -0.019745944067835808, -0.04161592945456505, -0.02519844099879265, 0.04612570255994797, -0.006083424668759108, 0.07120787352323532, -0.04426870867609978, 0.0008220128365792334, 0.04657731577754021, -0.047533731907606125, -0.009513440541923046, 0.03521399945020676, 0.03242240473628044, -0.04954458400607109, -0.00823673140257597, -0.10478204488754272, 0.049249231815338135, -0.30215340852737427, -0.02236367017030716, -0.00809211190789938, -0.08260668069124222, 0.06208673492074013, -0.02516964264214039, 0.027587266638875008, -0.05614538863301277, -0.0747455358505249, 0.0045463936403393745, 0.005587735213339329, -0.0523357167840004, -0.0017688595689833164, 0.01329297386109829, 0.03920913487672806, -0.05038736015558243, -0.04212915152311325, 0.020884044468402863, -0.016223017126321793, 0.0031130975112318993, -0.014635450206696987, 0.05187420919537544, 0.013389414176344872, -0.08691322058439255, -0.026594223454594612, 0.004290873184800148, 0.07188023626804352, -0.024070842191576958, 0.025510095059871674, -0.08047608286142349, 0.050180502235889435, 0.006039893254637718, 0.008064968511462212, -0.1034478172659874, 0.057592567056417465, -0.04927637055516243, -0.12398321181535721, 0.006090961396694183, -0.028040772303938866, -0.02598445862531662, 0.037783458828926086, 0.03256279230117798, 0.03977706655859947, 0.010485449805855751, 0.010914037004113197, 0.0006653267773799598, -0.029294012114405632, -0.05389311909675598, 0.013166225515305996, 0.004679454956203699, 0.002575608668848872, -0.027763407677412033, -0.03530488535761833, 0.018754005432128906, 0.035574231296777725, -0.00611713994294405, -0.07936220616102219, 0.02374815195798874, -0.07061492651700974, 0.010114628821611404, 0.01613684557378292, -0.012586456723511219, 0.013540424406528473, -3.126403680653311e-05, 0.01626800186932087, 0.034690435975790024, 0.040654975920915604, -0.01898616924881935, -0.029754159972071648, -0.004657550249248743, -0.07131288200616837, 0.10652585327625275, -0.014074119739234447, -0.10536488145589828, 0.01135279517620802, 0.05078767240047455, -0.03127798065543175, 0.0233478881418705, -0.023383591324090958, -0.0019274390069767833, 0.028505761176347733, 0.027045603841543198, -0.0095446165651083, 0.0636615976691246, 0.012864229269325733, 0.01255203690379858, 0.022512130439281464, 0.031592581421136856, 0.0015341790858656168, 0.05163154751062393, -0.0292456466704607, 0.02494974061846733, -0.0034101554192602634, 0.011022528633475304, -0.061718009412288666, -0.009185331873595715, -0.27282753586769104, -0.03171839937567711, 0.002649495145305991, 0.021349333226680756, 0.11434478312730789, -0.011876693926751614, 0.06609829515218735, -0.021502861753106117, -0.04237581044435501, 0.0005400190129876137, -0.00832884106785059, -0.016865139827132225, 0.0034194686450064182, -0.018457019701600075, 0.0009074182016775012, -0.03263309225440025, 0.09751782566308975, -0.04710473120212555, -0.02181926742196083, -0.04760189726948738, 0.025217248126864433, 0.04111070930957794, 0.10957743227481842, -0.04004508629441261, 0.07324226945638657, -0.025386231020092964, -0.01678203046321869, 0.014416243880987167, -0.02167464606463909, -0.012112169526517391, -0.0016668678727000952, -0.024871988222002983, 0.10604104399681091, -0.018388094380497932, 0.009814179502427578, 0.01831386238336563, 0.012974613346159458, 0.060581136494874954, 0.06803248077630997, -0.020993253216147423, -0.023987222462892532, -0.030832819640636444, -0.016202418133616447, -0.01582654006779194, 0.05779682472348213, 0.03954305872321129, 0.007248549722135067, -0.0977001041173935, 0.019980141893029213, 0.06074598431587219, -0.03922538459300995, 0.023420043289661407, -0.022410083562135696, -0.052657127380371094, 0.05325324460864067, 0.006208417937159538, 0.011114116758108139, 0.04042818024754524, 0.05014760419726372, -0.016500327736139297, 0.0005279971519485116, 0.0550202913582325, 0.03566695749759674, 0.026351479813456535, -0.04755331575870514]"
